Ligne	Composant	Colonne	Ancien	Nouveau	Preuve (commit + verification)
L73	OrigamDataTitle	Gravite	majeur	aucun	C3 defaut -> conforme : meme retrait que OrigamDataText (fichier miroir). Verifie grep.
L73	OrigamDataTitle	Ticket	#408	#408 ; CORRIGE (8ea081f2)	C3 defaut -> conforme : meme retrait que OrigamDataText (fichier miroir). Verifie grep.
L73	OrigamDataTitle	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L9	OrigamBadge	C7	defaut	conforme	C7 defaut -> conforme : badgeAriaLabel est desormais un computed qui reflete content (annonce le contenu texte directement, ou le libelle traduit en repli dot/icon-only) -- verifie grep OrigamBadge.vue:234-238, plus de aria-label fige a 'Badge'.
L9	OrigamBadge	Gravite	majeur	aucun	C7 defaut -> conforme : badgeAriaLabel est desormais un computed qui reflete content (annonce le contenu texte directement, ou le libelle traduit en repli dot/icon-only) -- verifie grep OrigamBadge.vue:234-238, plus de aria-label fige a 'Badge'.
L9	OrigamBadge	Ticket	CORRIGE #380 (df0e20e0) (C6), CORRIGE #376 (aa1d9f97), CORRIGE #381 (df0e20e0)	CORRIGE #380 (df0e20e0) (C6), CORRIGE #376 (aa1d9f97), CORRIGE #381 (df0e20e0) ; CORRIGE (032595b9)	C7 defaut -> conforme : badgeAriaLabel est desormais un computed qui reflete content (annonce le contenu texte directement, ou le libelle traduit en repli dot/icon-only) -- verifie grep OrigamBadge.vue:234-238, plus de aria-label fige a 'Badge'.
L9	OrigamBadge	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L71	OrigamDataList	C6	defaut	conforme	C6 defaut -> conforme : id atteint la racine du <dl>, useStyle recoit () => props.id (4022932d, ANTERIEUR a la mesure du 09-01, verdict perime ; verifie grep OrigamDataList.vue:3,352). Test de verrouillage ajoute (4ec56e8f) pour empecher une regression silencieuse.
L71	OrigamDataList	Gravite	majeur	aucun	C6 defaut -> conforme : id atteint la racine du <dl>, useStyle recoit () => props.id (4022932d, ANTERIEUR a la mesure du 09-01, verdict perime ; verifie grep OrigamDataList.vue:3,352). Test de verrouillage ajoute (4ec56e8f) pour empecher une regression silencieuse.
L71	OrigamDataList	Ticket	CORRIGE #381 (df0e20e0)	CORRIGE #381 (df0e20e0) ; CORRIGE (4022932d 28/08 + verrou 4ec56e8f 10/09)	C6 defaut -> conforme : id atteint la racine du <dl>, useStyle recoit () => props.id (4022932d, ANTERIEUR a la mesure du 09-01, verdict perime ; verifie grep OrigamDataList.vue:3,352). Test de verrouillage ajoute (4ec56e8f) pour empecher une regression silencieuse.
L71	OrigamDataList	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L6	OrigamAudio	C4	conforme	defaut	⛔ C4 conforme -> defaut (REGRESSION DE VERDICT, PAS UNE CORRECTION) : internalShuffle = ref<boolean>(props.shuffle ?? false) (OrigamAudio.vue:583) ET initialLoopMode deriv~e de props.loopMode/props.loop AVANT ref() (lignes 544-549) sont des lectures EAGER au corps de setup() -- un theme.components qui poserait loopMode/shuffle par defaut est ignore, sans avertissement. Signale (non corrige) dans le corps de la PR #635 pour OrigamMediaController -- meme paire de props, meme fichier famille. Absent de la baseline setup-reads.mjs (angle mort d'outil supplementaire). Ticket a ouvrir, aucun ne le couvre.
L6	OrigamAudio	Gravite	aucun	majeur	⛔ C4 conforme -> defaut (REGRESSION DE VERDICT, PAS UNE CORRECTION) : internalShuffle = ref<boolean>(props.shuffle ?? false) (OrigamAudio.vue:583) ET initialLoopMode deriv~e de props.loopMode/props.loop AVANT ref() (lignes 544-549) sont des lectures EAGER au corps de setup() -- un theme.components qui poserait loopMode/shuffle par defaut est ignore, sans avertissement. Signale (non corrige) dans le corps de la PR #635 pour OrigamMediaController -- meme paire de props, meme fichier famille. Absent de la baseline setup-reads.mjs (angle mort d'outil supplementaire). Ticket a ouvrir, aucun ne le couvre.
L6	OrigamAudio	Ticket	#378	#378 ; A OUVRIR — meme famille que #429, non corrige	⛔ C4 conforme -> defaut (REGRESSION DE VERDICT, PAS UNE CORRECTION) : internalShuffle = ref<boolean>(props.shuffle ?? false) (OrigamAudio.vue:583) ET initialLoopMode deriv~e de props.loopMode/props.loop AVANT ref() (lignes 544-549) sont des lectures EAGER au corps de setup() -- un theme.components qui poserait loopMode/shuffle par defaut est ignore, sans avertissement. Signale (non corrige) dans le corps de la PR #635 pour OrigamMediaController -- meme paire de props, meme fichier famille. Absent de la baseline setup-reads.mjs (angle mort d'outil supplementaire). Ticket a ouvrir, aucun ne le couvre.
L6	OrigamAudio	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
